From Bus  Number,From Bus  Name,To Bus  Number,To Bus  Name,Id,Name,Line R (pu),Line X (pu),Charging B (pu),RATE1 (I as MVA),RATE2 (I as MVA),RATE3 (I as MVA),Length,R-Zero (pu),X-Zero (pu),B-Zero (pu),Zbase,R (ohm),X (ohm),Charging B (ohm),R-Zero (ohm),X-Zero (ohm),B-Zero (ohm)
62776,B3_WOKI12   132.00,62922,B3_TERM215  132.00,C8,,0.006242,0.036989,0.01142,9998.7,9998.7,9998.7,1,0.018565,0.099074,0,174.24,1.088,6.445,,3.235,17.263,
62779,B4_BURG11   132.00,62785,B4_READ11   132.00,C8,,0.001471,0.008846,0.14573,9998.7,9998.7,9998.7,1,0.019459,0.013917,0,174.24,0.256,1.541,,3.391,2.425,
62779,B4_BURG11   132.00,62915,B4_TERM200  132.00,C8,,0.005838,0.019372,0.05044,9998.7,9998.7,9998.7,1,0.017188,0.057286,0,174.24,1.017,3.375,,2.995,9.982,
62780,B4_BURG12   132.00,62786,B4_READ12   132.00,C8,,0.001519,0.008923,0.14959,9998.7,9998.7,9998.7,1,0.019994,0.014012,0,174.24,0.265,1.555,,3.484,2.441,
62780,B4_BURG12   132.00,62918,B4_TERM205  132.00,C8,,0.005838,0.019372,0.05044,9998.7,9998.7,9998.7,1,0.017188,0.057286,0,174.24,1.017,3.375,,2.995,9.982,
62783,B4_C8DGDD_N 132.00,62800,B4D_TERM    132.00,C8,,0.0001,0.0001,0,22863.1,22863.1,22863.1,0,0.0001,0.0001,0,174.24,0.017,0.017,,0.017,0.017,
62784,B4_C8DHDD_N 132.00,62799,B4C_TERM    132.00,C8,,0.0001,0.0001,0,22863.1,22863.1,22863.1,0,0.0001,0.0001,0,174.24,0.017,0.017,,0.017,0.017,
62785,B4_READ11   132.00,62788,B4_REAT11   132.00,C8,,0.001103,0.001826,0.06363,9998.7,9998.7,9998.7,1,0.012566,0.002217,0,174.24,0.192,0.318,,2.189,0.386,
62786,B4_READ12   132.00,62789,B4_REAT12   132.00,C8,,0.001103,0.001826,0.06363,9998.7,9998.7,9998.7,1,0.012566,0.002217,0,174.24,0.192,0.318,,2.189,0.386,
62793,B4_TERM110  132.00,62797,B4_TERM     132.00,0,,0.0001,0.0001,0.00659,2286284,2286284,2286284,0.24,0.0001,0.0001,0.006595,174.24,0.017,0.017,,0.017,0.017,
62793,B4_TERM110  132.00,62915,B4_TERM200  132.00,C8,,0.0001,0.0001,0,22863.1,22863.1,22863.1,0,0.0001,0.0001,0,174.24,0.017,0.017,,0.017,0.017,
62794,B4_TERM120  132.00,62918,B4_TERM205  132.00,C8,,0.0001,0.0001,0,22863.1,22863.1,22863.1,0,0.0001,0.0001,0,174.24,0.017,0.017,,0.017,0.017,
62795,B4_TERM130  132.00,62921,B4_TERM210  132.00,C8,,0.0001,0.0001,0,22863.1,22863.1,22863.1,0,0.0001,0.0001,0,174.24,0.017,0.017,,0.017,0.017,
62798,B4B_TERM    132.00,62832,B4_TERM140  132.00,0,,0.0001,0.0001,0.00864,2286284,2286284,2286284,0.29,0.0001,0.0001,0.008636,174.24,0.017,0.017,,0.017,0.017,
62808,B3_XZTERM22 132.00,62876,B3_FLEE1_R1 132.00,C8,,0.0001,0.0001,0,22863.1,22863.1,22863.1,0,0.0001,0.0001,0,174.24,0.017,0.017,,0.017,0.017,
62809,B3B_XZTERM22132.00,62876,B3_FLEE1_R1 132.00,C8,,0.0001,0.0001,0,22863.1,22863.1,22863.1,0,0.0001,0.0001,0,174.24,0.017,0.017,,0.017,0.017,
62811,B1_DORM12   132.00,62907,B1_THRB1E   132.00,C7,,0.005788,0.014638,0.00317,228.6,228.6,228.6,1,0.014154,0.040816,0.00191,174.24,1.009,2.551,,2.466,7.112,
62817,B2_4YD001   400.00,62819,B2_FAWL4_M1 400.00,A8,,0.0001,0.0001,0,2423,2423,2423,0,0.0001,0.0001,0,1600,0.160,0.160,,0.160,0.160,
62819,B2_FAWL4_M1 400.00,601047,B2_CHIL4_RB 400.00,1,,0.0001,0.000235,0.56994,970,970,970,3.73,0.000418,0.000186,0.569944,1600,0.160,0.376,,0.669,0.298,
62819,B2_FAWL4_M1 400.00,601047,B2_CHIL4_RB 400.00,A8,,0.0001,0.000232,0.56383,970,970,970,3.69,0.000413,0.000184,0.563832,1600,0.160,0.371,,0.661,0.294,
62832,B4_TERM140  132.00,62923,B4_TERM215  132.00,C8,,0.0001,0.0001,0,22863.1,22863.1,22863.1,0,0.0001,0.0001,0,174.24,0.017,0.017,,0.017,0.017,
62846,B1E_TERM    132.00,62893,B1B_NINF1_MB132.00,C7,,0.0001,0.0001,0,22863.1,22863.1,22863.1,0,0.0001,0.0001,0,174.24,0.017,0.017,,0.017,0.017,
62847,B1F_TERM    132.00,62856,B1_BOLN1_M1 132.00,C7,,0.0001,0.0001,0,22863.1,22863.1,22863.1,0,0.0001,0.0001,0,174.24,0.017,0.017,,0.017,0.017,
62847,B1F_TERM    132.00,62858,B1_BOLN1A   132.00,C7,,0.00021,0.001217,0.02741,240,240,240,1,0.001112,0.001205,0.02741,174.24,0.037,0.212,,0.194,0.210,
62848,B1G_TERM    132.00,62857,B1_BOLN1_M2 132.00,C7,,0.0001,0.0001,0,22863.1,22863.1,22863.1,0,0.0001,0.0001,0,174.24,0.017,0.017,,0.017,0.017,
62848,B1G_TERM    132.00,62881,B1_KENS1D   132.00,C7,,0.001832,0.003434,0.12502,141,141,141,1,0.011114,0.002932,0.12502,174.24,0.319,0.598,,1.937,0.511,
62856,B1_BOLN1_M1 132.00,62942,B1O_TERM    132.00,C7,,0.0001,0.0001,0,22863.1,22863.1,22863.1,0,0.0001,0.0001,0,174.24,0.017,0.017,,0.017,0.017,
62856,B1_BOLN1_M1 132.00,62998,B1I_TERM    132.00,C7,,0.0001,0.0001,0,22863.1,22863.1,22863.1,0,0.0001,0.0001,0,174.24,0.017,0.017,,0.017,0.017,
62856,B1_BOLN1_M1 132.00,62999,B1J_TERM    132.00,C7,,0.0001,0.0001,0,22863.1,22863.1,22863.1,0,0.0001,0.0001,0,174.24,0.017,0.017,,0.017,0.017,
62856,B1_BOLN1_M1 132.00,63000,B1K_TERM    132.00,C7,,0.0001,0.0001,0,22863.1,22863.1,22863.1,0,0.0001,0.0001,0,174.24,0.017,0.017,,0.017,0.017,
62857,B1_BOLN1_M2 132.00,62941,B1N_TERM    132.00,C7,,0.0001,0.0001,0,22863.1,22863.1,22863.1,0,0.0001,0.0001,0,174.24,0.017,0.017,,0.017,0.017,
62857,B1_BOLN1_M2 132.00,62986,B1D_TERM    132.00,C7,,0.0001,0.0001,0,22863.1,22863.1,22863.1,0,0.0001,0.0001,0,174.24,0.017,0.017,,0.017,0.017,
62857,B1_BOLN1_M2 132.00,63001,B1M_TERM    132.00,C7,,0.0001,0.0001,0,22863.1,22863.1,22863.1,0,0.0001,0.0001,0,174.24,0.017,0.017,,0.017,0.017,
62859,B1_BOLN1B   132.00,62999,B1J_TERM    132.00,C7,,0.000207,0.0012,0.02701,240,240,240,1,0.001096,0.001188,0.02701,174.24,0.036,0.209,,0.191,0.207,
62860,B1_BOLN4_M1 400.00,62884,B2_LOVE4_M1 400.00,1,,0.000703,0.011266,0.427,2771,2771,2771,64.77,0.004167,0.031915,0.25701,1600,1.125,18.026,,6.667,51.064,
62860,B1_BOLN4_M1 400.00,62884,B2_LOVE4_M1 400.00,A7,,0.000703,0.011266,0.427,3102,3102,3102,64.77,0.004167,0.031915,0.25701,1600,1.125,18.026,,6.667,51.064,
62860,B1_BOLN4_M1 400.00,600123,B1_LHOR4A   400.00,0,,0.000305,0.004887,0.18524,3102,3102,3102,28.1,0.001808,0.013845,0.111495,1600,0.488,7.819,,2.893,22.152,
62860,B1_BOLN4_M1 400.00,600698,B1_4VM069A  400.00,A7,,0.000305,0.004887,0.18524,3102,3102,3102,28.1,0.001808,0.013845,0.111495,1600,0.488,7.819,,2.893,22.152,
62862,B4_BRLE4_M1 400.00,64655,D6_4YG040_C 400.00,A8,,0.000263,0.004212,0.15964,2277,2277,2277,24.22,0.001558,0.011932,0.096088,1600,0.421,6.739,,2.493,19.091,
62862,B4_BRLE4_M1 400.00,64656,D6B_4YG040_C400.00,A8,,0.000263,0.004212,0.15964,2779,2779,2779,24.22,0.001558,0.011932,0.096088,1600,0.421,6.739,,2.493,19.091,
62862,B4_BRLE4_M1 400.00,600814,G6_YYM002   400.00,A8,,0.001756,0.01629,0.4676,1389,1389,1389,81.39,0.007341,0.042966,0.295919,1600,2.810,26.064,,11.746,68.746,
62862,B4_BRLE4_M1 400.00,600815,G6B_YYM002  400.00,A8,,0.001756,0.01629,0.4676,1389,1389,1389,81.39,0.007341,0.042966,0.295919,1600,2.810,26.064,,11.746,68.746,
62874,B2_FAWL1_M1 132.00,62924,B2_TERM990  132.00,C8,,0.0001,0.0001,0,22863.1,22863.1,22863.1,0,0.0001,0.0001,0,174.24,0.017,0.017,,0.017,0.017,
62874,B2_FAWL1_M1 132.00,62925,B2_TERM991  132.00,C8,,0.0001,0.0001,0,22863.1,22863.1,22863.1,0,0.0001,0.0001,0,174.24,0.017,0.017,,0.017,0.017,
62874,B2_FAWL1_M1 132.00,62926,B2_TERM991( 132.00,C8,,0.0001,0.0001,0,126,126,126,0,0.0001,0.0001,0,174.24,0.017,0.017,,0.017,0.017,
62874,B2_FAWL1_M1 132.00,62927,B2B_TERM991(132.00,C8,,0.0001,0.0001,0,126,126,126,0,0.0001,0.0001,0,174.24,0.017,0.017,,0.017,0.017,
62874,B2_FAWL1_M1 132.00,62928,B2C_TERM991(132.00,C8,,0.0001,0.0001,0,126,126,126,0,0.0001,0.0001,0,174.24,0.017,0.017,,0.017,0.017,
62874,B2_FAWL1_M1 132.00,62929,B2D_TERM991(132.00,C8,,0.0001,0.0001,0,126,126,126,0,0.0001,0.0001,0,174.24,0.017,0.017,,0.017,0.017,
62874,B2_FAWL1_M1 132.00,62930,B2E_TERM991(132.00,C8,,0.0001,0.0001,0,22863.1,22863.1,22863.1,0,0.0001,0.0001,0,174.24,0.017,0.017,,0.017,0.017,
62874,B2_FAWL1_M1 132.00,62975,B2F_TERM    132.00,0,,0.0001,0.0001,0.0044,2286284,2286284,2286284,0.13,0.0001,0.0001,0.004401,174.24,0.017,0.017,,0.017,0.017,
62875,B3_FLEE1_M1 132.00,62917,B3_TERM205  132.00,C8,,0.0001,0.0001,0,22863.1,22863.1,22863.1,0,0.0001,0.0001,0,174.24,0.017,0.017,,0.017,0.017,
62875,B3_FLEE1_M1 132.00,62920,B3_TERM210  132.00,C8,,0.0001,0.0001,0,22863.1,22863.1,22863.1,0,0.0001,0.0001,0,174.24,0.017,0.017,,0.017,0.017,
62875,B3_FLEE1_M1 132.00,62952,B3B_XZTERM21132.00,C8,,0.0001,0.0001,0,22863.1,22863.1,22863.1,0,0.0001,0.0001,0,174.24,0.017,0.017,,0.017,0.017,
62875,B3_FLEE1_M1 132.00,62953,B3C_XZTERM22132.00,C8,,0.0001,0.0001,0,22863.1,22863.1,22863.1,0,0.0001,0.0001,0,174.24,0.017,0.017,,0.017,0.017,
62875,B3_FLEE1_M1 132.00,62956,B3F_XZTERM22132.00,C8,,0.0001,0.0001,0,22863.1,22863.1,22863.1,0,0.0001,0.0001,0,174.24,0.017,0.017,,0.017,0.017,
62875,B3_FLEE1_M1 132.00,62978,B3B_TERM    132.00,0,,0.0001,0.0001,0.0022,2286284,2286284,2286284,0.07,0.0001,0.0001,0.002204,174.24,0.017,0.017,,0.017,0.017,
62875,B3_FLEE1_M1 132.00,62979,B3D_TERM    132.00,0,,0.0001,0.0001,0.0103,2286284,2286284,2286284,0.31,0.0001,0.0001,0.010297,174.24,0.017,0.017,,0.017,0.017,
62876,B3_FLEE1_R1 132.00,62914,B3_TERM200  132.00,C8,,0.0001,0.0001,0,22863.1,22863.1,22863.1,0,0.0001,0.0001,0,174.24,0.017,0.017,,0.017,0.017,
62876,B3_FLEE1_R1 132.00,62922,B3_TERM215  132.00,C8,,0.0001,0.0001,0,22863.1,22863.1,22863.1,0,0.0001,0.0001,0,174.24,0.017,0.017,,0.017,0.017,
62876,B3_FLEE1_R1 132.00,62951,B3_XZTERM21 132.00,C8,,0.0001,0.0001,0,22863.1,22863.1,22863.1,0,0.0001,0.0001,0,174.24,0.017,0.017,,0.017,0.017,
62876,B3_FLEE1_R1 132.00,62954,B3D_XZTERM22132.00,C8,,0.0001,0.0001,0,22863.1,22863.1,22863.1,0,0.0001,0.0001,0,174.24,0.017,0.017,,0.017,0.017,
62876,B3_FLEE1_R1 132.00,62955,B3E_XZTERM22132.00,C8,,0.0001,0.0001,0,22863.1,22863.1,22863.1,0,0.0001,0.0001,0,174.24,0.017,0.017,,0.017,0.017,
62880,B1_KENS1C   132.00,63001,B1M_TERM    132.00,C7,,0.001803,0.003377,0.12293,141,141,141,1,0.010931,0.002884,0.12293,174.24,0.314,0.588,,1.905,0.503,
62883,B2_LOVE1_M2 132.00,62933,B2_TERM_C86 132.00,C8,,0.0001,0.0001,0,22863.1,22863.1,22863.1,0,0.0001,0.0001,0,174.24,0.017,0.017,,0.017,0.017,
62883,B2_LOVE1_M2 132.00,62934,B2E_TERM_C8A132.00,C8,,0.0001,0.0001,0,22863.1,22863.1,22863.1,0,0.0001,0.0001,0,174.24,0.017,0.017,,0.017,0.017,
62884,B2_LOVE4_M1 400.00,601542,B2_TERM     400.00,0,,0.0001,0.0001,0.02183,1385.6,1385.6,1385.6,0.2,0.0001,0.0001,0.02183,1600,0.160,0.160,,0.160,0.160,
62893,B1B_NINF1_MB132.00,62969,B1B_TERM    132.00,C7,,0.0001,0.0001,0,22863.1,22863.1,22863.1,0,0.0001,0.0001,0,174.24,0.017,0.017,,0.017,0.017,
62896,B2_NURS1_M1 132.00,62916,B2_TERM205  132.00,C8,,0.0001,0.0001,0,22863.1,22863.1,22863.1,0,0.0001,0.0001,0,174.24,0.017,0.017,,0.017,0.017,
62896,B2_NURS1_M1 132.00,62919,B2_TERM210  132.00,C8,,0.0001,0.0001,0,22863.1,22863.1,22863.1,0,0.0001,0.0001,0,174.24,0.017,0.017,,0.017,0.017,
62903,B1_STAQ1A   132.00,64036,B1_STAQ11   132.00,C7,,0.015218,0.039597,0.00809,134,134,134,1,0.038978,0.100994,0.00514,174.24,2.652,6.899,,6.792,17.597,
62903,B1_STAQ1A   132.00,64357,C2_XZTERM21 132.00,C7,,0.000176,0.000742,0.00893,194,194,194,1,0.001591,0.000459,0.00893,174.24,0.031,0.129,,0.277,0.080,
62910,B1_TUNW1A   132.00,63831,B1_TUNW11   132.00,C7,,0.02292,0.05114,0.02805,228.6,228.6,228.6,1,0.01086,0.0311,0.00194,174.24,3.994,8.911,,1.892,5.419,
62910,B1_TUNW1A   132.00,64359,C2C_XZTERM21132.00,C7,,0.036411,0.094366,0.01941,228.6,228.6,228.6,1,0.088953,0.251422,0.01219,174.24,6.344,16.442,,15.499,43.808,
62921,B4_TERM210  132.00,66674,G6_THAT1A   132.00,C8,,0.001736,0.00988,0.37098,274,274,274,1,0.028673,0.009151,0,174.24,0.302,1.721,,4.996,1.594,
62923,B4_TERM215  132.00,66675,G6_THAT1B   132.00,C8,,0.001736,0.00988,0.37098,274,274,274,1,0.028673,0.009151,0,174.24,0.302,1.721,,4.996,1.594,
63018,A7_PERI6C   66.000,76348,A7B_TERM    66.000,K8,,0.007693,0.010208,0.04341,65,65,65,1,0.030777,0.03419,0,43.56,0.335,0.445,,1.341,1.489,
63500,C7_CANT1_M  132.00,64173,C7_CANT13   132.00,C7,,0.0001,0.000588,0.00963,185,185,185,1,0.000662,0.001569,0.00172,174.24,0.017,0.102,,0.115,0.273,
63500,C7_CANT1_M  132.00,601250,C7C_XZTERM24132.00,C7,,0.0001,0.0001,0,22863.1,22863.1,22863.1,0,0.0001,0.0001,0,174.24,0.017,0.017,,0.017,0.017,
63501,C7_CANT1_R  132.00,64173,C7_CANT13   132.00,1,,0.0001,0.000681,0.01279,240,240,240,1,0.000728,0.001859,0.00373,174.24,0.017,0.119,,0.127,0.324,
63501,C7_CANT1_R  132.00,64173,C7_CANT13   132.00,C7,,0.0001,0.000626,0.01187,240,240,240,1,0.000664,0.001654,0.00396,174.24,0.017,0.109,,0.116,0.288,
63501,C7_CANT1_R  132.00,601251,C7D_XZTERM24132.00,C7,,0.0001,0.0001,0,22863.1,22863.1,22863.1,0,0.0001,0.0001,0,174.24,0.017,0.017,,0.017,0.017,
63502,C7_CANT31   33.000,64177,C7_CANT3B   33.000,R7,,0.0002,0.3335,0,999,999,999,1,0.0002,0.3335,0,10.89,0.002,3.632,,0.002,3.632,
63503,C7_CANT4_MC 400.00,63553,C7B_ZY001   400.00,A7,,0.0001,0.0001,0.00107,3102,3102,3102,0.18,0.0001,0.0001,0.000663,1600,0.160,0.160,,0.160,0.160,
63503,C7_CANT4_MC 400.00,63723,C3_T1_11526 400.00,A7,,0.000229,0.00282,0.08821,3102,3102,3102,14.7,0.001262,0.007703,0.054406,1600,0.366,4.512,,2.019,12.325,
63503,C7_CANT4_MC 400.00,600383,C7_CANT4_M5 400.00,0,,0.0001,0.0001,0.01092,3102,3102,3102,0.1,0.0001,0.0001,0.010915,1600,0.160,0.160,,0.160,0.160,
63516,C7_MAST11   132.00,63720,C3_SITT1A   132.00,C7,,0.01237,0.02679,0.00538,158,158,158,1,0.023558,0.066814,0.00426,174.24,2.155,4.668,,4.105,11.642,
63517,C7_MAST12   132.00,63721,C3_SITT1B   132.00,C7,,0.012343,0.026732,0.00537,158,158,158,1,0.023507,0.066671,0.00425,174.24,2.151,4.658,,4.096,11.617,
63518,C7_RICH11_- 132.00,63530,C7B_TERM    132.00,0,,0.0001,0.0001,0,22863.1,22863.1,22863.1,1,0.0001,0.0001,0,174.24,0.017,0.017,,0.017,0.017,
63518,C7_RICH11_- 132.00,63551,C7_THOW11   132.00,C7,,0.0001,0.0001,0.00002,272,272,272,1,0.0001,0.000185,0.00001,174.24,0.017,0.017,,0.017,0.032,
63518,C7_RICH11_- 132.00,63957,C7C_TERM    132.00,*0,,0.0001,0.0001,0,0,0,0,0,0.0001,0.0001,0,174.24,0.017,0.017,,0.017,0.017,
63518,C7_RICH11_- 132.00,64086,C7_MONK11   132.00,C7,,0.00911,0.023176,0.00497,228.6,228.6,228.6,1,0.017144,0.063112,0.00297,174.24,1.587,4.038,,2.987,10.997,
63518,C7_RICH11_- 132.00,64087,C7_MONK12   132.00,C7,,0.00911,0.02318,0.00497,228.6,228.6,228.6,1,0.01714,0.06311,0.00297,174.24,1.587,4.039,,2.986,10.996,
63518,C7_RICH11_- 132.00,64092,C7_THOW12   132.00,C7,,0.0001,0.0001,0.00002,272,272,272,1,0.0001,0.000185,0.00001,174.24,0.017,0.017,,0.017,0.032,
63518,C7_RICH11_- 132.00,64164,C4_BETT1A   132.00,C7,,0.002524,0.013806,0.00334,228.6,228.6,228.6,1,0.007318,0.03854,0.00195,174.24,0.440,2.406,,1.275,6.715,
63518,C7_RICH11_- 132.00,64192,C4_ETCH1D   132.00,C7,,0.002522,0.013795,0.00334,228.6,228.6,228.6,1,0.007312,0.038509,0.00195,174.24,0.439,2.404,,1.274,6.710,
63529,C7_TERM     132.00,63957,C7C_TERM    132.00,0,,0.0001,0.0001,0,22863.1,22863.1,22863.1,1,0.0001,0.0001,0,174.24,0.017,0.017,,0.017,0.017,
63552,C7_ZY001    400.00,64105,C4_ZY078    400.00,A7,,0.000413,0.00509,0.15922,3103,3103,3103,26.53,0.00223,0.01388,0.098216,1600,0.661,8.144,,3.568,22.208,
63552,C7_ZY001    400.00,600344,C7_TERM436  400.00,A7,,0.0001,0.0001,0.00107,3103,3103,3103,0.18,0.0001,0.0001,0.000663,1600,0.160,0.160,,0.160,0.160,
63553,C7B_ZY001   400.00,64106,C4B_ZY078   400.00,A7,,0.000413,0.00509,0.15922,3102,3102,3102,26.53,0.00223,0.01388,0.098216,1600,0.661,8.144,,3.568,22.208,
63586,C3_4TK033   400.00,63997,C3_4VG002   400.00,A7,,0.0001,0.0001,0.0011,2003,2003,2003,0.17,0.0001,0.0001,0.000611,1600,0.160,0.160,,0.160,0.160,
63586,C3_4TK033   400.00,601263,C3_4TK007   400.00,A7,,0.000101,0.001617,0.06127,2003,2003,2003,9.29,0.000598,0.004579,0.036877,1600,0.162,2.587,,0.957,7.326,
63587,C3_4TL006_C 400.00,63599,C3_CSE_4TL0 400.00,A7,,0.0001,0.000122,0.2949,2643,2643,2643,1.93,0.000216,0.0001,0.294904,1600,0.160,0.195,,0.346,0.160,
63587,C3_4TL006_C 400.00,64097,C3_GRAI4_M1 400.00,A7,,0.0001,0.000239,0.00908,2643,2643,2643,1.38,0.0001,0.000678,0.005464,1600,0.160,0.382,,0.160,1.085,
63588,C3B_4TL006_C400.00,63600,C3B_CSE_4TL0400.00,A7,,0.0001,0.000122,0.2949,2643,2643,2643,1.93,0.000216,0.0001,0.294904,1600,0.160,0.195,,0.346,0.160,
63588,C3B_4TL006_C400.00,64097,C3_GRAI4_M1 400.00,A7,,0.0001,0.000239,0.00908,2643,2643,2643,1.38,0.0001,0.000678,0.005464,1600,0.160,0.382,,0.160,1.085,
63594,C4_APDR11   132.00,63596,C4_CHEY11   132.00,C7,,0.007658,0.014006,0.09601,96,96,96,1,0.068918,0.014006,0.09601,174.24,1.334,2.440,,12.008,2.440,
63594,C4_APDR11   132.00,63756,C4_RUCK12   132.00,C7,,0.003977,0.017462,0.00399,183,183,183,1,0.013178,0.047864,0.00214,174.24,0.693,3.043,,2.296,8.340,
63594,C4_APDR11   132.00,63758,C4_RYEG11   132.00,C7,,0.004125,0.018112,0.00414,183,183,183,1,0.013668,0.049645,0.00222,174.24,0.719,3.156,,2.382,8.650,
63599,C3_CSE_4TL0 400.00,64214,C3_KEMS4_M1 400.00,A7,,0.0001,0.001151,0.04361,2643,2643,2643,6.61,0.000426,0.003259,0.026247,1600,0.160,1.842,,0.682,5.214,
63600,C3B_CSE_4TL0400.00,64214,C3_KEMS4_M1 400.00,A7,,0.0001,0.001151,0.04361,2643,2643,2643,6.61,0.000426,0.003259,0.026247,1600,0.160,1.842,,0.682,5.214,
63610,C4_SELL1_M1 132.00,63939,C4C_TERM    132.00,C7,,0.0001,0.0001,0,22863.1,22863.1,22863.1,0,0.0001,0.0001,0,174.24,0.017,0.017,,0.017,0.017,
63610,C4_SELL1_M1 132.00,63944,C4D_TERM    132.00,C7,,0.0001,0.0001,0,22863.1,22863.1,22863.1,0,0.0001,0.0001,0,174.24,0.017,0.017,,0.017,0.017,
63610,C4_SELL1_M1 132.00,64323,C4_TERM200  132.00,C7,,0.0001,0.0001,0,22863.1,22863.1,22863.1,0,0.0001,0.0001,0,174.24,0.017,0.017,,0.017,0.017,
63610,C4_SELL1_M1 132.00,64325,C4_TERM205  132.00,C7,,0.0001,0.0001,0,22863.1,22863.1,22863.1,0,0.0001,0.0001,0,174.24,0.017,0.017,,0.017,0.017,
63610,C4_SELL1_M1 132.00,64407,C4_TERM     132.00,0,,0.0001,0.0001,0.00135,2286284,2286284,2286284,0.05,0.0001,0.0001,0.001348,174.24,0.017,0.017,,0.017,0.017,
63610,C4_SELL1_M1 132.00,64410,C4B_TERM    132.00,0,,0.0001,0.0001,0.00171,2286284,2286284,2286284,0.05,0.0001,0.0001,0.001708,174.24,0.017,0.017,,0.017,0.017,
63613,C4_SELL1A   132.00,63755,C4_RUCK11   132.00,C7,,0.009387,0.024426,0.00499,134,134,134,1,0.024044,0.062299,0.00317,174.24,1.636,4.256,,4.189,10.855,
63613,C4_SELL1A   132.00,64195,C4_ETCH1G   132.00,C7,,0.003076,0.017158,0.00398,228.6,228.6,228.6,1,0.008997,0.044658,0.00245,174.24,0.536,2.990,,1.568,7.781,
63613,C4_SELL1A   132.00,601470,C4_SELL1E   132.00,C7,,0.000842,0.004694,0.00109,228.6,228.6,228.6,1,0.002461,0.012218,0.00067,174.24,0.147,0.818,,0.429,2.129,
63617,C3_TERM406  400.00,64097,C3_GRAI4_M1 400.00,*0,,0.0001,0.0001,0,0,0,0,0,0.0001,0.0001,0,1600,0.160,0.160,,0.160,0.160,
63619,C3_TERM426  400.00,64097,C3_GRAI4_M1 400.00,*0,,0.0001,0.0001,0,0,0,0,0,0.0001,0.0001,0,1600,0.160,0.160,,0.160,0.160,
63636,C4_V0082    400.00,63640,C4_VO82A    400.00,A7,,0.0001,0.0001,0.00134,3066,3066,3066,0.22,0.0001,0.000117,0.000825,1600,0.160,0.160,,0.160,0.187,
63636,C4_V0082    400.00,63764,C4_VO022    400.00,A7,,0.000302,0.003715,0.1162,3066,3066,3066,19.36,0.001628,0.01013,0.071678,1600,0.483,5.944,,2.605,16.208,
63637,C4B_V0082   400.00,63641,C4B_VO82A   400.00,A7,,0.0001,0.0001,0.00134,3066,3066,3066,0.22,0.0001,0.000117,0.000825,1600,0.160,0.160,,0.160,0.187,
63637,C4B_V0082   400.00,63765,C4B_VO022   400.00,A7,,0.000302,0.003715,0.1162,3066,3066,3066,19.36,0.001628,0.01013,0.071678,1600,0.483,5.944,,2.605,16.208,
63638,C4_VO083_CS 400.00,63640,C4_VO82A    400.00,A7,,0.0001,0.0001,0.00131,3066,3066,3066,0.22,0.0001,0.000115,0.000811,1600,0.160,0.160,,0.160,0.184,
63638,C4_VO083_CS 400.00,600272,C4_SELL4F   400.00,A7,,0.0001,0.0001,0,3066,3066,3066,0,0.0001,0.0001,0,1600,0.160,0.160,,0.160,0.160,
63639,C4B_VO083_CS400.00,64365,C4_ZY_CSE   400.00,A7,,0.0001,0.0001,0.00234,3326,3326,3326,0.39,0.0001,0.000204,0.001444,1600,0.160,0.160,,0.160,0.326,
63639,C4B_VO083_CS400.00,600273,C4_SELL4E   400.00,A7,,0.0001,0.0001,0,3326,3326,3326,0,0.0001,0.0001,0,1600,0.160,0.160,,0.160,0.160,
63641,C4B_VO82A   400.00,600273,C4_SELL4E   400.00,A7,,0.0001,0.0001,0.00131,3066,3066,3066,0.22,0.0001,0.000115,0.000811,1600,0.160,0.160,,0.160,0.184,
63642,C4_ZY078_CS 400.00,64100,C4B_CSE_SELL400.00,A7,,0.0001,0.0001,0.00154,3326,3326,3326,0.26,0.0001,0.000134,0.000951,1600,0.160,0.160,,0.160,0.214,
63642,C4_ZY078_CS 400.00,600270,C4_SELL4D   400.00,A7,,0.0001,0.0001,0,3326,3326,3326,0,0.0001,0.0001,0,1600,0.160,0.160,,0.160,0.160,
63643,C4B_ZY078_CS400.00,64101,C4C_CSE_SELL400.00,A7,,0.0001,0.0001,0.00154,3326,3326,3326,0.26,0.0001,0.000134,0.000951,1600,0.160,0.160,,0.160,0.214,
63643,C4B_ZY078_CS400.00,600271,C4_SELL4C   400.00,A7,,0.0001,0.0001,0,3326,3326,3326,0,0.0001,0.0001,0,1600,0.160,0.160,,0.160,0.160,
63645,C1_4VG042_C 400.00,63652,C1_CSE_4VG0 400.00,A7,,0.0001,0.000202,0.367,2003,2003,2003,1.84,0.0001,0.0001,0.367,1600,0.160,0.323,,0.160,0.160,
63645,C1_4VG042_C 400.00,63771,C2_4VG002   400.00,A7,,0.000157,0.00252,0.0955,2003,2003,2003,14.49,0.000932,0.007138,0.057482,1600,0.251,4.032,,1.491,11.421,
63646,C1B_4VG042_C400.00,63653,C1B_CSE_4VG0400.00,A7,,0.0001,0.000199,0.361,2003,2003,2003,1.8,0.0001,0.0001,0.361,1600,0.160,0.318,,0.160,0.160,
63646,C1B_4VG042_C400.00,63997,C3_4VG002   400.00,A7,,0.000157,0.00252,0.0955,2003,2003,2003,14.49,0.000932,0.007138,0.057482,1600,0.251,4.032,,1.491,11.421,
