From Bus  Number,From Bus  Name,To Bus  Number,To Bus  Name,Id,Name,Line R (pu),Line X (pu),Charging B (pu),RATE1 (I as MVA),RATE2 (I as MVA),RATE3 (I as MVA),Length,R-Zero (pu),X-Zero (pu),B-Zero (pu),Zbase,R (ohm),X (ohm),Charging B (ohm),R-Zero (ohm),X-Zero (ohm),B-Zero (ohm)
73186,P6B_4VC274  400.00,73692,P4_DRAX4_M1 400.00,A3,,0.000196,0.00384,0.15062,2771,2771,2771,22.37,0.001392,0.010971,0.089976,1600,0.314,6.144,,2.227,17.554,
73187,P6_4VH042   400.00,73287,P6_ZZI022   400.00,A3,,0.0001,0.0001,0.00239,2981,2981,2981,0.41,0.0001,0.000217,0.001503,1600,0.160,0.160,,0.160,0.347,
73187,P6_4VH042   400.00,73693,P4_DRAX4_M4 400.00,A3,,0.000146,0.002338,0.08862,2981,2981,2981,13.44,0.000865,0.006624,0.053339,1600,0.234,3.741,,1.384,10.598,
73188,P6_4VJ030_C 400.00,73222,P6_EGGB4_M1 400.00,A3,,0.0001,0.0001,0.162,2089,2089,2089,0.45,0.0001,0.0001,0.162,1600,0.160,0.160,,0.160,0.160,
73188,P6_4VJ030_C 400.00,73679,P4B_4VJ005  400.00,A3,,0.0001,0.001554,0.05891,2089,2089,2089,8.94,0.000575,0.004403,0.03546,1600,0.160,2.486,,0.920,7.045,
73189,P6_4YQ016   400.00,73195,P6_4YR001   400.00,A3,,0.0001,0.0001,0.0032,2779,2779,2779,0.49,0.0001,0.000239,0.001924,1600,0.160,0.160,,0.160,0.382,
73189,P6_4YQ016   400.00,73222,P6_EGGB4_M1 400.00,A3,,0.0001,0.000883,0.03346,2779,2779,2779,5.07,0.000326,0.002501,0.020137,1600,0.160,1.413,,0.522,4.002,
73190,P6B_4YQ016  400.00,73196,P6B_4YR001  400.00,A3,,0.0001,0.0001,0.0032,1239,1239,1239,0.49,0.0001,0.000239,0.001924,1600,0.160,0.160,,0.160,0.382,
73190,P6B_4YQ016  400.00,73217,P6_CSE_4YQ0 400.00,A3,,0.0001,0.000883,0.03346,1239,1239,1239,5.07,0.000326,0.002501,0.020137,1600,0.160,1.413,,0.522,4.002,
73191,P6_4YQ018   400.00,73193,P6_4YQ047   400.00,A3,,0.000108,0.001734,0.06574,2217,2217,2217,9.97,0.000641,0.004913,0.039567,1600,0.173,2.774,,1.026,7.861,
73191,P6_4YQ018   400.00,73198,P6_4YT016   400.00,A3,,0.0001,0.0001,0.0023,2217,2217,2217,0.35,0.0001,0.000172,0.001385,1600,0.160,0.160,,0.160,0.275,
73192,P6B_4YQ018  400.00,73194,P6B_4YQ047  400.00,A3,,0.000108,0.001734,0.06574,2779,2779,2779,9.97,0.000641,0.004913,0.039567,1600,0.173,2.774,,1.026,7.861,
73192,P6B_4YQ018  400.00,73199,P6B_4YT016  400.00,A3,,0.0001,0.0001,0.0023,2779,2779,2779,0.35,0.0001,0.000172,0.001385,1600,0.160,0.160,,0.160,0.275,
73193,P6_4YQ047   400.00,73285,P6B_ZZH038  400.00,A3,,0.0001,0.0001,0.00194,2217,2217,2217,0.29,0.0001,0.000145,0.001167,1600,0.160,0.160,,0.160,0.232,
73194,P6B_4YQ047  400.00,73286,P6C_ZZH038  400.00,A3,,0.0001,0.0001,0.00194,2779,2779,2779,0.29,0.0001,0.000145,0.001167,1600,0.160,0.160,,0.160,0.232,
73195,P6_4YR001   400.00,73421,P5_4YR020   400.00,A3,,0.0001,0.001065,0.04036,2779,2779,2779,6.12,0.000394,0.003017,0.024295,1600,0.160,1.704,,0.630,4.827,
73196,P6B_4YR001  400.00,73197,P6_4YR020_C 400.00,A3,,0.0001,0.001065,0.04036,1239,1239,1239,6.12,0.000394,0.003017,0.024295,1600,0.160,1.704,,0.630,4.827,
73197,P6_4YR020_C 400.00,73219,P6_CSE_4ZU0 400.00,A3,,0.0001,0.0001,0.0873,1239,1239,1239,0.45,0.0001,0.0001,0.0873,1600,0.160,0.160,,0.160,0.160,
73198,P6_4YT016   400.00,73218,P6_CSE_4YT0 400.00,A3,,0.0001,0.000867,0.03284,2217,2217,2217,4.98,0.00032,0.002455,0.019768,1600,0.160,1.387,,0.512,3.928,
73199,P6B_4YT016  400.00,73222,P6_EGGB4_M1 400.00,A3,,0.0001,0.000867,0.03284,2779,2779,2779,4.98,0.00032,0.002455,0.019768,1600,0.160,1.387,,0.512,3.928,
73200,P6_4ZH001   400.00,73985,P6_THOM4_M5 400.00,0,,0.0001,0.0001,0.00127,2545,2545,2545,0.2,0.0001,0.000101,0.000771,1600,0.160,0.160,,0.160,0.162,
73201,P6B_4ZH001  400.00,73269,P6_THOM4_MC 400.00,A3,,0.0001,0.0001,0.00127,2518,2518,2518,0.2,0.0001,0.000101,0.000771,1600,0.160,0.160,,0.160,0.162,
73202,P6_4ZO042   400.00,73204,P6_4ZO043   400.00,A2,,0.0001,0.0001,0.00226,1442,1442,1442,0.34,0.0001,0.000169,0.001258,1600,0.160,0.160,,0.160,0.270,
73202,P6_4ZO042   400.00,73284,P6_ZZH038   400.00,A2,,0.0001,0.000274,0.01057,1442,1442,1442,1.59,0.0001,0.00078,0.006336,1600,0.160,0.438,,0.160,1.248,
73203,P6B_4ZO042  400.00,73207,P6_4ZO43A   400.00,A3,,0.0001,0.0001,0.00134,2779,2779,2779,0.2,0.0001,0.000101,0.000746,1600,0.160,0.160,,0.160,0.162,
73203,P6B_4ZO042  400.00,73286,P6C_ZZH038  400.00,A3,,0.0001,0.000274,0.01057,2779,2779,2779,1.59,0.0001,0.00078,0.006336,1600,0.160,0.438,,0.160,1.248,
73204,P6_4ZO043   400.00,73205,P6_4ZO044   400.00,A2,,0.0001,0.0001,0.00223,1442,1442,1442,0.34,0.0001,0.000167,0.001239,1600,0.160,0.160,,0.160,0.267,
73206,P6B_4ZO044  400.00,73282,P6_ZO43B    400.00,A3,,0.0001,0.0001,0.0021,2779,2779,2779,0.32,0.0001,0.000158,0.00117,1600,0.160,0.160,,0.160,0.253,
73206,P6B_4ZO044  400.00,73926,P3B_4ZO131  400.00,A3,,0.000315,0.005053,0.19153,2779,2779,2779,29.05,0.001869,0.014315,0.11528,1600,0.504,8.085,,2.990,22.904,
73207,P6_4ZO43A   400.00,73282,P6_ZO43B    400.00,A3,,0.0001,0.0001,0.00128,2779,2779,2779,0.19,0.0001,0.0001,0.000713,1600,0.160,0.160,,0.160,0.160,
73208,P6_4ZR087   400.00,73273,P6_THTO4_M2 400.00,A3,,0.0001,0.0001,0.00175,3075,3075,3075,0.26,0.0001,0.000129,0.001035,1600,0.160,0.160,,0.160,0.206,
73208,P6_4ZR087   400.00,73320,P8_4ZR001   400.00,A3,,0.00026,0.005051,0.19768,3075,3075,3075,29.41,0.002226,0.0145,0.116671,1600,0.416,8.082,,3.562,23.200,
73209,P6B_4ZR087  400.00,73272,P6_THTO4_M1 400.00,A3,,0.0001,0.0001,0.00175,3075,3075,3075,0.26,0.0001,0.000129,0.001035,1600,0.160,0.160,,0.160,0.206,
73209,P6B_4ZR087  400.00,73334,P8_CREB4_MB 400.00,A3,,0.00026,0.005051,0.19768,3075,3075,3075,29.41,0.002226,0.0145,0.116671,1600,0.416,8.082,,3.562,23.200,
73210,P6_4ZR088   400.00,73273,P6_THTO4_M2 400.00,A3,,0.0001,0.0001,0.00188,2779,2779,2779,0.28,0.0001,0.00014,0.001131,1600,0.160,0.160,,0.160,0.224,
73210,P6_4ZR088   400.00,73930,P6_4ZR136   400.00,A3,,0.000179,0.002871,0.1088,2779,2779,2779,16.5,0.001062,0.008132,0.065489,1600,0.286,4.594,,1.699,13.011,
73211,P6B_4ZR088  400.00,73274,P6_THTO4_R1 400.00,A3,,0.0001,0.0001,0.00188,2779,2779,2779,0.28,0.0001,0.00014,0.001131,1600,0.160,0.160,,0.160,0.224,
73211,P6B_4ZR088  400.00,73931,P6B_4ZR136  400.00,A3,,0.000179,0.002871,0.1088,2779,2779,2779,16.5,0.001062,0.008132,0.065489,1600,0.286,4.594,,1.699,13.011,
73212,P6_4ZU046   400.00,73219,P6_CSE_4ZU0 400.00,A3,,0.000161,0.00258,0.09777,1239,1239,1239,14.83,0.000954,0.007308,0.05885,1600,0.258,4.128,,1.526,11.693,
73212,P6_4ZU046   400.00,73283,P6_ZP044    400.00,A3,,0.0001,0.0001,0.00161,1239,1239,1239,0.27,0.0001,0.000144,0.001006,1600,0.160,0.160,,0.160,0.230,
73213,P6_ARMT61   66.000,73248,P6_MARK61   66.000,K3,,0.012842,0.030591,0.00032,999,999,999,1,0.02485,0.11739,0.0008,43.56,0.559,1.333,,1.082,5.114,
73213,P6_ARMT61   66.000,73275,P6_WEMP61   66.000,K3,,0.001033,0.001459,0.0011,999,999,999,1,0.00206,0.00364,0.00277,43.56,0.045,0.064,,0.090,0.159,
73214,P6_ASKN61   66.000,73271,P6_THOM61   66.000,K3,,0.032054,0.075317,0.0196,999,999,999,1,0.06224,0.280709,0.04909,43.56,1.396,3.281,,2.711,12.228,
73214,P6_ASKN61   66.000,73972,P6_HAPW6A   66.000,C8,,0.02773,0.06479,0.0014,61,61,61,1,0.05372,0.24697,0.00349,43.56,1.208,2.822,,2.340,10.758,
73215,P6_BROD61   66.000,73972,P6_HAPW6A   66.000,C8,,0.00424,0.01008,0,61,61,61,1,0.00819,0.0389,0,43.56,0.185,0.439,,0.357,1.694,
73217,P6_CSE_4YQ0 400.00,73223,P6_EGGB4_R1 400.00,A3,,0.0001,0.0001,0.04133,1239,1239,1239,0.25,0.0001,0.0001,0.041325,1600,0.160,0.160,,0.160,0.160,
73218,P6_CSE_4YT0 400.00,73223,P6_EGGB4_R1 400.00,A3,,0.0001,0.0001,0.03256,2217,2217,2217,0.2,0.0001,0.0001,0.032564,1600,0.160,0.160,,0.160,0.160,
73220,P6_CSE_ZZG0 275.00,73221,P6B_CSE_ZZG0275.00,B3,,0.0001,0.000262,0.00168,955,955,955,0.62,0.000121,0.000697,0.000955,756.25,0.076,0.198,,0.092,0.527,
73220,P6_CSE_ZZG0 275.00,73295,P6_THOM2_CS 275.00,B3,,0.0001,0.0002,0.04127,955,955,955,0.8,0.0001,0.000176,0.041273,756.25,0.076,0.151,,0.076,0.133,
73222,P6_EGGB4_M1 400.00,73471,P5_MONF4_MC 400.00,A3,,0.000113,0.001804,0.06836,2779,2779,2779,10.37,0.000667,0.005109,0.041146,1600,0.181,2.886,,1.067,8.174,
73223,P6_EGGB4_R1 400.00,73678,P4_4VJ005   400.00,A3,,0.0001,0.001554,0.05891,2973,2973,2973,8.94,0.000575,0.004403,0.03546,1600,0.160,2.486,,0.920,7.045,
73223,P6_EGGB4_R1 400.00,600319,P5_TERM6    400.00,A3,,0.000113,0.001804,0.06836,1970,1970,1970,10.37,0.000667,0.005109,0.041146,1600,0.181,2.886,,1.067,8.174,
73226,P6_EGGB61   66.000,73227,P6_EGGB6A   66.000,0,,0.000116,0.000164,0,78,78,78,1,0.000231,0.00041,0,43.56,0.005,0.007,,0.010,0.018,
73227,P6_EGGB6A   66.000,73239,P5_HUTG6A   66.000,0,,0.005137,0.011246,0.00212,62,62,62,1,0.01003,0.03994,0.0053,43.56,0.224,0.490,,0.437,1.740,
73227,P6_EGGB6A   66.000,73836,P4_RAWC62   66.000,0,,0.049561,0.117815,0.00026,62,62,62,1,0.09587,0.45314,0.00064,43.56,2.159,5.132,,4.176,19.739,
73236,P6_HUST11   132.00,73496,P5_WORG11   132.00,1,,0.02665,0.04985,0,111,111,111,1,0.06531,0.18801,0,174.24,4.643,8.686,,11.380,32.759,
73236,P6_HUST11   132.00,73496,P5_WORG11   132.00,C3,,0.02665,0.04985,0,999,999,999,1,0.06531,0.18801,0,174.24,4.643,8.686,,11.380,32.759,
73237,P6_HUST1A   132.00,73260,P6_SHRH11   132.00,C3,,0.00844,0.0193,0.005,114,114,114,1,0.00844,0.0193,0,174.24,1.471,3.363,,1.471,3.363,
73237,P6_HUST1A   132.00,78086,P6E_XZTERM22132.00,C3,,0.01434,0.03281,0.0023,123,123,123,1,0.04326,0.12452,0,174.24,2.499,5.717,,7.538,21.696,
73237,P6_HUST1A   132.00,601356,P6_HUST12   132.00,C3,,0.0141,0.03225,0.008,123,123,123,1,0.04259,0.1226,0,174.24,2.457,5.619,,7.421,21.362,
73238,P5_HUTG61   66.000,73239,P5_HUTG6A   66.000,0,,0.000787,0.001112,0,78,78,78,1,0.00157,0.00277,0,43.56,0.034,0.048,,0.068,0.121,
73239,P5_HUTG6A   66.000,73461,P5_FERR61   66.000,0,,0.032156,0.076591,0,62,62,62,1,0.06219,0.294881,0,43.56,1.401,3.336,,2.709,12.845,
73240,P6_KNAP11   132.00,73242,P6_KNAP1A   132.00,C3,,0.00064,0.00144,0,114,114,114,1,0.00178,0.00514,0,174.24,0.112,0.251,,0.310,0.896,
73241,P6_KNAP12   132.00,73243,P6_KNAP1B   132.00,C3,,0.00065,0.00151,0.0003,114,114,114,1,0.00179,0.00514,0,174.24,0.113,0.263,,0.312,0.896,
73242,P6_KNAP1A   132.00,73245,P6_MALT1A   132.00,C3,,0.00504,0.0176,0,113,113,113,1,0.02124,0.0318,0,174.24,0.878,3.067,,3.701,5.541,
73242,P6_KNAP1A   132.00,73257,P6_SCAR1A   132.00,C3,,0.00887,0.03095,0.03024,113,113,113,1,0.02712,0.04061,0,174.24,1.546,5.393,,4.725,7.076,
73243,P6_KNAP1B   132.00,73246,P6_MALT1B   132.00,C3,,0.00508,0.01772,0,224,224,224,1,0.02128,0.03186,0,174.24,0.885,3.088,,3.708,5.551,
73243,P6_KNAP1B   132.00,73258,P6_SCAR1B   132.00,C3,,0.00887,0.03097,0.03044,113,113,113,1,0.02711,0.04059,0,174.24,1.546,5.396,,4.724,7.072,
73244,P6_KSAN61   66.000,73271,P6_THOM61   66.000,K3,,0.014451,0.034013,0.00777,999,999,999,1,0.02805,0.12729,0.01943,43.56,0.629,1.482,,1.222,5.545,
73245,P6_MALT1A   132.00,73986,P6_MALT1C   132.00,C3,,0.0001,0.0001,0,246,246,246,1,0.0001,0.0001,0.01,174.24,0.017,0.017,,0.017,0.017,
73245,P6_MALT1A   132.00,78083,P6B_XZTERM22132.00,C3,,0.01511,0.05268,0.00787,246,246,246,1,0.05226,0.07832,0,174.24,2.633,9.179,,9.106,13.646,
73246,P6_MALT1B   132.00,73987,P6_MALT1D   132.00,C3,,0.0001,0.0001,0,246,246,246,1,0.0001,0.0001,0.02,174.24,0.017,0.017,,0.017,0.017,
73246,P6_MALT1B   132.00,78085,P6D_XZTERM22132.00,C3,,0.01509,0.05266,0.00635,246,246,246,1,0.05226,0.0783,0,174.24,2.629,9.175,,9.106,13.643,
73248,P6_MARK61   66.000,73271,P6_THOM61   66.000,K3,,0.023678,0.055984,0.00784,999,999,999,1,0.04589,0.21148,0.0196,43.56,1.031,2.439,,1.999,9.212,
73249,P6_MELR1A   132.00,73278,P6_XZTERM22 132.00,C3,,0.00173,0.0043,0.00069,114,114,114,1,0.00275,0.00793,0,174.24,0.301,0.749,,0.479,1.382,
73250,P6_MELR1B   132.00,78084,P6C_XZTERM22132.00,C3,,0.00143,0.00369,0,114,114,114,1,0.00318,0.00915,0,174.24,0.249,0.643,,0.554,1.594,
73251,P6_MELR1C   132.00,78023,P6_TERM110( 132.00,C3,,0.00142,0.00369,0,114,114,114,1,0.00318,0.00915,0,174.24,0.247,0.643,,0.554,1.594,
73254,P6_OSBA4_MC 400.00,73931,P6B_4ZR136  400.00,A3,,0.0001,0.0001,0,2779,2779,2779,0,0.0001,0.0001,0,1600,0.160,0.160,,0.160,0.160,
73254,P6_OSBA4_MC 400.00,78097,P6B_YR001   400.00,A3,,0.0001,0.0001,0,2009,2009,2009,0,0.0001,0.0001,0,1600,0.160,0.160,,0.160,0.160,
73255,P6B_OSBA4_MC400.00,73930,P6_4ZR136   400.00,A3,,0.0001,0.0001,0,2779,2779,2779,0,0.0001,0.0001,0,1600,0.160,0.160,,0.160,0.160,
73255,P6B_OSBA4_MC400.00,78096,P6_YR001    400.00,A3,,0.0001,0.0001,0,2009,2009,2009,0,0.0001,0.0001,0,1600,0.160,0.160,,0.160,0.160,
73263,P6_TERM     132.00,73993,P6_OSBA1_M1 132.00,0,,0.0001,0.0001,0.01021,2286284,2286284,2286284,0.31,0.0001,0.0001,0.010214,174.24,0.017,0.017,,0.017,0.017,
73269,P6_THOM4_MC 400.00,73284,P6_ZZH038   400.00,A2,,0.000122,0.002155,0.08311,1442,1442,1442,12.47,0.000789,0.006132,0.049832,1600,0.195,3.448,,1.262,9.811,
73269,P6_THOM4_MC 400.00,73285,P6B_ZZH038  400.00,A3,,0.000122,0.002155,0.08311,2217,2217,2217,12.47,0.000789,0.006132,0.049832,1600,0.195,3.448,,1.262,9.811,
73269,P6_THOM4_MC 400.00,73289,P6_ZZI02A   400.00,A3,,0.0001,0.0001,0.00178,2981,2981,2981,0.31,0.0001,0.000162,0.001121,1600,0.160,0.160,,0.160,0.259,
73271,P6_THOM61   66.000,73275,P6_WEMP61   66.000,K3,,0.015235,0.02152,0.01636,78,78,78,1,0.0304,0.0537,0.0409,43.56,0.664,0.937,,1.324,2.339,
73271,P6_THOM61   66.000,73276,P6_WHEA61   66.000,K3,,0.017347,0.040294,0.01947,999,999,999,1,0.03379,0.14595,0.0487,43.56,0.756,1.755,,1.472,6.358,
73278,P6_XZTERM22 132.00,73993,P6_OSBA1_M1 132.00,C3,,0.0001,0.0001,0,22863.1,22863.1,22863.1,0,0.0001,0.0001,0,174.24,0.017,0.017,,0.017,0.017,
73279,P6_YR040    400.00,78096,P6_YR001    400.00,A3,,0.000244,0.002663,0.07758,2009,2009,2009,13.39,0.001185,0.00703,0.048454,1600,0.390,4.261,,1.896,11.248,
73280,P6B_YR040   400.00,78097,P6B_YR001   400.00,A3,,0.000244,0.002663,0.07758,2009,2009,2009,13.39,0.001185,0.00703,0.048454,1600,0.390,4.261,,1.896,11.248,
73281,P6_ZDA064   400.00,73809,P8_ZDA127A  400.00,1,,0.000384,0.004199,0.1223,3075,3075,3075,21.1,0.001869,0.011083,0.076388,1600,0.614,6.718,,2.990,17.733,
73281,P6_ZDA064   400.00,73809,P8_ZDA127A  400.00,A3,,0.000384,0.004199,0.1223,3075,3075,3075,21.1,0.001869,0.011083,0.076388,1600,0.614,6.718,,2.990,17.733,
73281,P6_ZDA064   400.00,601285,P6B_4VH042  400.00,A3,,0.0001,0.0001,0.0018,3075,3075,3075,0.31,0.0001,0.000163,0.001015,1600,0.160,0.160,,0.160,0.261,
73287,P6_ZZI022   400.00,73289,P6_ZZI02A   400.00,A3,,0.00015,0.001509,0.04365,2981,2981,2981,7.56,0.000663,0.003971,0.027453,1600,0.240,2.414,,1.061,6.354,
73288,P6B_ZZI022  400.00,73290,P6B_ZZI02A  400.00,0,,0.00015,0.001509,0.04365,2009,2009,2009,7.56,0.000663,0.003971,0.027453,1600,0.240,2.414,,1.061,6.354,
73288,P6B_ZZI022  400.00,601285,P6B_4VH042  400.00,0,,0.0001,0.0001,0.00239,2009,2009,2009,0.41,0.0001,0.000217,0.001503,1600,0.160,0.160,,0.160,0.347,
73290,P6B_ZZI02A  400.00,73985,P6_THOM4_M5 400.00,0,,0.0001,0.0001,0.00178,2009,2009,2009,0.31,0.0001,0.000162,0.001121,1600,0.160,0.160,,0.160,0.259,
73294,P6_THOM2_M1 275.00,73783,P6C_CSE_ZZG0275.00,B3,,0.0001,0.000217,0.09593,764,764,764,0.95,0.000295,0.0001,0.095931,756.25,0.076,0.164,,0.223,0.076,
73294,P6_THOM2_M1 275.00,78156,P6_TERM     275.00,0,,0.0001,0.0001,0.12006,4763092,4763092,4763092,0.57,0.0001,0.0001,0.120059,756.25,0.076,0.076,,0.076,0.076,
73294,P6_THOM2_M1 275.00,78160,P6B_TERM    275.00,0,,0.0001,0.0001,0.0963,4763092,4763092,4763092,0.46,0.0001,0.0001,0.096299,756.25,0.076,0.076,,0.076,0.076,
73300,P8_2AC001   400.00,73301,P8_2AC019   400.00,A3,,0.0001,0.001095,0.03574,3156,3156,3156,5.81,0.000466,0.002976,0.022018,1600,0.160,1.752,,0.746,4.762,
73300,P8_2AC001   400.00,73584,P7_2KN008   400.00,A3,,0.00029,0.004903,0.16001,3156,3156,3156,26.02,0.002087,0.013324,0.098568,1600,0.464,7.845,,3.339,21.318,
73301,P8_2AC019   400.00,73302,P8_2AC20A   400.00,A3,,0.0001,0.0001,0.00049,3156,3156,3156,0.08,0.0001,0.0001,0.000278,1600,0.160,0.160,,0.160,0.160,
73302,P8_2AC20A   400.00,73303,P8_2AJ009   400.00,A3,,0.0001,0.0001,0.00132,3156,3156,3156,0.21,0.0001,0.00011,0.000811,1600,0.160,0.160,,0.160,0.176,
73303,P8_2AJ009   400.00,73614,P7_HUMR4_M1 400.00,A3,,0.0001,0.000502,0.01639,3156,3156,3156,2.66,0.000214,0.001365,0.010096,1600,0.160,0.803,,0.342,2.184,
73304,P8_2KN003   400.00,73305,P8_2KN008   400.00,A3,,0.0001,0.000284,0.01112,3156,3156,3156,1.65,0.000128,0.000817,0.006564,1600,0.160,0.454,,0.205,1.307,
73304,P8_2KN003   400.00,601415,P8C_4ZQ018  400.00,A3,,0.0001,0.000175,0.0057,3156,3156,3156,0.93,0.0001,0.000475,0.003512,1600,0.160,0.280,,0.160,0.760,
73305,P8_2KN008   400.00,73579,P7_2AC001   400.00,A3,,0.00029,0.004903,0.16001,3156,3156,3156,26.02,0.002087,0.013324,0.098568,1600,0.464,7.845,,3.339,21.318,
73306,P8_4KG001   400.00,73307,P8_4KG022   400.00,A3,,0.0001,0.001166,0.04564,3060,3060,3060,6.79,0.000524,0.003352,0.026932,1600,0.160,1.866,,0.838,5.363,
73306,P8_4KG001   400.00,73927,P8_4ZQ001   400.00,A3,,0.0001,0.0001,0.00062,3060,3060,3060,0.09,0.0001,0.0001,0.000337,1600,0.160,0.160,,0.160,0.160,
73307,P8_4KG022   400.00,73309,P8_4KG052   400.00,A3,,0.000109,0.001841,0.06009,3060,3060,3060,9.77,0.000784,0.005004,0.037015,1600,0.174,2.946,,1.254,8.006,
73308,P8B_4KG022  400.00,73310,P8B_4KG052  400.00,0,,0.000109,0.001841,0.06009,3075,3075,3075,9.77,0.000784,0.005004,0.037015,1600,0.174,2.946,,1.254,8.006,
73308,P8B_4KG022  400.00,73924,P8B_4KG001  400.00,0,,0.0001,0.001166,0.04564,3075,3075,3075,6.79,0.000524,0.003352,0.026932,1600,0.160,1.866,,0.838,5.363,
73309,P8_4KG052   400.00,73311,P8_4KG106   400.00,A3,,0.000152,0.00294,0.11506,3060,3060,3060,17.12,0.001322,0.008452,0.067896,1600,0.243,4.704,,2.115,13.523,
73310,P8B_4KG052  400.00,73585,P7_4KG106   400.00,0,,0.000152,0.00294,0.11506,3075,3075,3075,17.12,0.001322,0.008452,0.067896,1600,0.243,4.704,,2.115,13.523,
73311,P8_4KG106   400.00,73587,P7B_4KG114  400.00,A3,,0.0001,0.000484,0.01533,3060,3060,3060,2.53,0.000201,0.001299,0.009381,1600,0.160,0.774,,0.322,2.078,
73312,P8_4TM001   400.00,73404,P8_ZDA210F  400.00,A3,,0.0001,0.0001,0.00035,3420,3420,3420,0.05,0.0001,0.0001,0.000194,1600,0.160,0.160,,0.160,0.160,
73312,P8_4TM001   400.00,73852,P8_4TM081   400.00,A3,,0.000306,0.004902,0.18579,3420,3420,3420,28.18,0.001813,0.013887,0.111828,1600,0.490,7.843,,2.901,22.219,
73313,P8_4VE001   400.00,73403,P8_ZDA210C  400.00,A3,,0.0001,0.0001,0.0007,3420,3420,3420,0.11,0.0001,0.0001,0.000388,1600,0.160,0.160,,0.160,0.160,
73314,P8_4ZQ002   400.00,73316,P8_4ZQ017   400.00,A3,,0.0001,0.000905,0.0343,3420,3420,3420,5.2,0.000335,0.002564,0.020644,1600,0.160,1.448,,0.536,4.102,
73314,P8_4ZQ002   400.00,601415,P8C_4ZQ018  400.00,A3,,0.0001,0.0001,0.00155,3420,3420,3420,0.24,0.0001,0.000116,0.000863,1600,0.160,0.160,,0.160,0.186,
73315,P8B_4ZQ002  400.00,73317,P8B_4ZQ017  400.00,A3,,0.0001,0.000905,0.0343,3075,3075,3075,5.2,0.000335,0.002564,0.020644,1600,0.160,1.448,,0.536,4.102,
73315,P8B_4ZQ002  400.00,601412,P8B_4ZQ001  400.00,A3,,0.0001,0.0001,0.00169,3075,3075,3075,0.26,0.0001,0.000127,0.000943,1600,0.160,0.160,,0.160,0.203,
73316,P8_4ZQ017   400.00,73928,P8_4ZQ018   400.00,A3,,0.0001,0.0001,0.00165,3420,3420,3420,0.25,0.0001,0.000123,0.000992,1600,0.160,0.160,,0.160,0.197,
73317,P8B_4ZQ017  400.00,73929,P8B_4ZQ018  400.00,A3,,0.0001,0.0001,0.00165,3075,3075,3075,0.25,0.0001,0.000123,0.000992,1600,0.160,0.160,,0.160,0.197,
73318,P8_4ZQ111   400.00,73334,P8_CREB4_MB 400.00,A3,,0.0001,0.0001,0.00204,3075,3075,3075,0.31,0.0001,0.000153,0.001137,1600,0.160,0.160,,0.160,0.245,
73318,P8_4ZQ111   400.00,601415,P8C_4ZQ018  400.00,A3,,0.000345,0.005531,0.20962,3075,3075,3075,31.8,0.002046,0.015667,0.126168,1600,0.552,8.850,,3.274,25.067,
73319,P8B_4ZQ111  400.00,73334,P8_CREB4_MB 400.00,A3,,0.0001,0.0001,0.00186,3075,3075,3075,0.28,0.0001,0.000139,0.001035,1600,0.160,0.160,,0.160,0.222,
73319,P8B_4ZQ111  400.00,601412,P8B_4ZQ001  400.00,A3,,0.000345,0.005531,0.20962,3075,3075,3075,31.8,0.002046,0.015667,0.126168,1600,0.552,8.850,,3.274,25.067,
73320,P8_4ZR001   400.00,73334,P8_CREB4_MB 400.00,A3,,0.0001,0.0001,0.00092,3075,3075,3075,0.14,0.0001,0.0001,0.0005,1600,0.160,0.160,,0.160,0.160,
73321,P8_BLON1A   132.00,73397,P8_WOLN11   132.00,C3,,0.03417,0.07578,0.01725,149,149,149,1,0.06867,0.19823,0,174.24,5.954,13.204,,11.965,34.540,
73321,P8_BLON1A   132.00,73937,P8_BLON1C   132.00,C3,,0.01011,0.02243,0.00543,123,123,123,1,0.02033,0.05868,0.00384,174.24,1.762,3.908,,3.542,10.224,
73321,P8_BLON1A   132.00,78065,P8B_XZTERM21132.00,C3,,0.00479,0.02289,0.00958,250,250,250,1,0.012,0.05973,0,174.24,0.835,3.988,,2.091,10.407,
73322,P8_BLON1B   132.00,73397,P8_WOLN11   132.00,C3,,0.03417,0.07578,0.01725,150,150,150,1,0.06867,0.19823,0,174.24,5.954,13.204,,11.965,34.540,
73322,P8_BLON1B   132.00,73938,P8_BLON1D   132.00,C3,,0.01015,0.0225,0.00651,120,120,120,1,0.02041,0.05882,0,174.24,1.769,3.920,,3.556,10.249,
73322,P8_BLON1B   132.00,78064,P8_XZTERM21 132.00,C3,,0.00479,0.02288,0.0042,250,250,250,1,0.012,0.05973,0,174.24,0.835,3.987,,2.091,10.407,
73324,P8_BRGG11   132.00,73327,P8_BROU1A   132.00,C3,,0.00348,0.0185,0.03372,294,294,294,1,0.01001,0.04755,0,174.24,0.606,3.223,,1.744,8.285,
73324,P8_BRGG11   132.00,73328,P8_BROU1B   132.00,C3,,0.00349,0.01863,0.03479,294,294,294,1,0.01007,0.04768,0,174.24,0.608,3.246,,1.755,8.308,
73327,P8_BROU1A   132.00,73944,P8_BROU1C   132.00,C3,,0.0008,0.00321,0.00106,297,297,297,1,0.00232,0.00932,0,174.24,0.139,0.559,,0.404,1.624,
